[2024-09-18 08:05:59] Operation: Add, Status: Success, Event: Product successfully added with ID: P0017
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:31:13] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 11:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:33] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 11:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 11:39:37] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 11:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:37] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 11:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 11:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0006
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0012
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0014
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0015
[2024-09-18 17:39:39] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0015
[2024-09-18 11:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0003
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0003
[2024-09-18 17:39:41] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0016
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0016
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0016
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: No promotions found for ProductID: P0016
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0001
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0001
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0002
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0002
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0004
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0004
[2024-09-18 17:39:41] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0004
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking promotions for ProductID: P0004
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Current Date: 2024-09-18
[2024-09-18 17:39:41] Operation: Fetch, Status: test, Event: Checking PromotionID: PR0004
[2024-09-18 17:39:41] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0004
[2024-09-18 17:40:41] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 17:40:41] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0004
[2024-09-18 17:40:41] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0004
[2024-09-18 11:51:03] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 17:52:07] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 17:54:06] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 17:54:38] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 17:54:55] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 17:54:55] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 17:54:55] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 17:55:08] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 17:55:08] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 17:55:08] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 17:55:35] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 11:59:05] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:00:22] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:03:23] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:11:23] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:13:53] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:14:09] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:14:47] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:15:12] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:26:20] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 18:26:20] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 18:26:22] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 18:26:22] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0004
[2024-09-18 18:26:22] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0004
[2024-09-18 18:32:07] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:32:33] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 18:33:17] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 19:02:07] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 19:02:12] Operation: Fetch, Status: Error, Event: Error get product by Categories: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 13:05:25] Operation: Fetch, Status: Info, Event: Fetching products for category: Meat
[2024-09-18 19:05:25] Operation: Fetch, Status: Info, Event: Fetching products for category: Fruit
[2024-09-18 19:05:25] Operation: Fetch, Status: Error, Event: Error fetching products by category: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'Category' in 'where clause'
[2024-09-18 13:08:23] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:23] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:23] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:08:23] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:08:23] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:23] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:23] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:23] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 13:08:24] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:24] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:24] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:08:24] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:08:24] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:24] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:24] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:08:24] Operation: Fetch, Status: Info, Event: Generated SQL: Array
[2024-09-18 19:09:15] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:09:15] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:11:04] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:11:04] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:43:55] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:43:55] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:14] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:14] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:30] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:30] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:37] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:37] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:50] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:48:50] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:49:03] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:49:03] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:49:35] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 19:49:35] Operation: Fetch, Status: Error, Event: No active promotion for PromotionID: PR0003
[2024-09-18 14:47:33] Operation: INFO, Status: INFO, Event: price min: 1 AND price max :10
[2024-09-18 14:48:37] Operation: INFO, Status: INFO, Event: price min: 1 AND price max :10
[2024-09-18 14:55:28] Operation: INFO, Status: Info, Event: Returned data: Array
(
    [0] => Array
        (
            [ProductID] => P0001
            [ProductName] => Cameron Garden French Bean
            [ProductDesc] => Product of Malaysia. French Bean (Kacang Buncis) (Malaysia) are smaller than common beans and have a soft velvety pod. They are sweet and wonderfully crispy. Serve them by cooking, grilling or even add them into soups and you'll be delighted!
            [Category] => Meat
            [Price] => 30.00
            [Weight] => 4.00
            [ProductImage] => bean.png
            [Availability] => 1
        )

    [1] => Array
        (
            [ProductID] => P0002
            [ProductName] => Frozen Thawed Minced Beef
            [ProductDesc] => Frozen Minced Beef 3kg
            [Category] => Meat
